,color,command,deleted,from,message,room,timestamp,video-offset,badges,bits,color,display-name,emotes,id,login,mod,msg-id,msg-param-months,room-id,sent-ts,style,subscriber,system-msg,tmi-sent-ts,turbo,user-id,user-type
5594,#00FF7F,,False,datgiantsfan34,Jennifer is probs his cousin wishing him a happy easter,clintstevens,1492405114519,4717519,"subscriber/0,premium/1",,#00FF7F,DatGiantsfan34,,a32e7e14-659c-43c3-9f06-17cd884cc487,,False,,,86268118,1492405126536,,True,,1492405128961,False,70619259,
5595,,,False,sixpounder123,gg,clintstevens,1492405114804,4717804,,,,Sixpounder123,,b2d30d8d-fbce-4a79-95d0-534729ff341f,,False,,,86268118,,,False,,1492405129239,False,41932169,
5596,#8A2BE2,,False,nephix,clintRed clintRed clintRed clintRed,clintstevens,1492405115156,4718156,subscriber/3,,#8A2BE2,Nephix,"{'127945': [[0, 7], [9, 16], [18, 25], [27, 34]]}",22b59c6e-7327-46f5-b855-937eb5a4c2c4,,False,,,86268118,1492405128065,,True,,1492405129593,False,12914540,
5597,#008000,,False,l_mazutti,reset,clintstevens,1492405115972,4718972,,,#008000,L_Mazutti,,5f012834-a841-469c-a25b-1998965960b2,,False,,,86268118,1492405130292,,False,,1492405130424,False,33230916,
5598,,,False,johnsonvillesausage,reset its all over,clintstevens,1492405116028,4719028,,,,JohnsonvilleSausage,,5a8ffca9-54bf-4b90-93c5-1973486e791b,,False,,,86268118,1492405125169,,False,,1492405130486,False,97239993,
5599,,,False,eddiethathird,Rip the run,clintstevens,1492405116216,4719216,,,,EddieThaThird,,dba3d7ec-c961-4f26-9517-8bad9097532b,,False,,,86268118,,,False,,1492405130678,False,145191900,
5600,#8A2BE2,,False,drizzydrake1991,clintW clintW clintW clintW clintW clintW,clintstevens,1492405118242,4721242,subscriber/0,,#8A2BE2,drizzydrake1991,"{'79976': [[0, 5], [7, 12], [14, 19], [21, 26], [28, 33], [35, 40]]}",91d25068-2886-449a-bec8-2cba3ad2b87e,,False,,,86268118,1492405132868,,True,,1492405132709,False,135221410,
5601,,,False,lordkeo,clintS clintS clintS,clintstevens,1492405120812,4723812,subscriber/6,,,lordkeo,"{'82820': [[0, 5], [7, 12], [14, 19]]}",d1942bc9-a6b4-4a48-8503-131b0cdef88c,,False,,,86268118,,,True,,1492405135279,False,111233931,
5602,#FF7F50,,False,buderbal,@gershwin108 to get clipped out of bounds when gohma attacks so he can exit the room and get the wrong warp,clintstevens,1492405120921,4723921,,,#FF7F50,buderbal,,bf6eb7ee-fa34-4a94-93ad-90444ea8bb3c,,False,,,86268118,1492405135356,,False,,1492405135371,False,140156571,
5603,#FF6BB5,,False,mcmanamye,clintR clintR clintR clintR clintR clintR clintR clintR clintR,clintstevens,1492405122947,4725947,"subscriber/0,premium/1",,#FF6BB5,,"{'120704': [[0, 5], [7, 12], [14, 19], [21, 26], [28, 33], [35, 40], [42, 47], [49, 54], [56, 61]]}",0d68ca74-f84e-4983-9cc8-6d03c6167dc3,,False,,,86268118,,,True,,1492405137302,False,95976807,
5604,#8A2BE2,,False,drizzydrake1991,clintFug clintFug clintFug clintFug clintFug clintFug clintFug clintFug,clintstevens,1492405123621,4726621,subscriber/0,,#8A2BE2,drizzydrake1991,"{'164164': [[0, 7], [9, 16], [18, 25], [27, 34], [36, 43], [45, 52], [54, 61], [63, 70]]}",dca218ae-e42d-48cd-9465-73f16ef71d93,,False,,,86268118,1492405138127,,True,,1492405138065,False,135221410,
5605,#FF4500,,False,whizzkid26,we got telescopes as eyes,clintstevens,1492405123944,4726944,,,#FF4500,Whizzkid26,,580dbd6c-8973-4c2c-95db-7716a18dc2f3,,False,,,86268118,1492405138207,,False,,1492405138355,False,67893239,
5606,#0F3F99,,False,hobo_boxer,enerJEBic,clintstevens,1492405125093,4728093,,,#0F3F99,Hobo_Boxer,,14116568-8a31-4829-9a66-6ea6fdb427b7,,False,,,86268118,1492405141449,,False,,1492405139518,False,129632996,
5607,,,False,canadiandiscoclub,THIS IS HAPPENING AGAIN X 4,clintstevens,1492405126737,4729737,,,,CanadianDiscoClub,,fbaf16dd-4f7a-4726-9026-4f96fac201be,,False,,,86268118,,,False,,1492405141192,False,151361276,
5608,,,False,cyrusthevirus001,double fail,clintstevens,1492405130281,4733281,,,,cyrusthevirus001,,0a326097-8e9f-4528-bc15-f12328832ee1,,False,,,86268118,1492405146339,,False,,1492405144719,False,104473299,
5609,#1E90D2,,False,byanthonyy,clintFug clintFug clintFug clintFug clintFug clintFug clintFug clintFug clintFug clintFug clintFug,clintstevens,1492405130295,4733295,"subscriber/0,premium/1",,#1E90D2,ByAnthonyy,"{'164164': [[0, 7], [9, 16], [18, 25], [27, 34], [36, 43], [45, 52], [54, 61], [63, 70], [72, 79], [81, 88], [90, 97]]}",338b9efd-88e1-4074-8d82-4a4b6a6156ec,,False,,,86268118,1492405142924,,True,,1492405144725,False,107392001,
5610,#FF69B4,,False,noobberry,clintK,clintstevens,1492405132856,4735856,"moderator/1,subscriber/6,bits/1000",,#FF69B4,Noobberry,,09dac1c5-6cdd-4bf5-9982-fe581df08cfb,,True,,,86268118,1492405146756,,True,,1492405147326,False,28397774,mod
5611,,,False,reckle_the_rock,Guard is OP holy fucking shit dude,clintstevens,1492405133014,4736014,,,,reckle_the_rock,,ddde38e1-b697-45d4-afcc-bbc7158fb45a,,False,,,86268118,1492405150350,,False,,1492405147474,False,152792569,
5612,,,False,kfc_wizard1,that guy is making his pay check,clintstevens,1492405134240,4737240,,,,kfc_Wizard1,,30959f7f-2d1a-48f3-9398-8f7dda2b7088,,False,,,86268118,,,False,,1492405148645,False,53303766,
5613,#00FF7F,,False,estormudo,PogChamp,clintstevens,1492405134896,4737896,,,#00FF7F,Estormudo,"{'88': [[0, 7]]}",74d9e836-489e-455c-aa85-8212a9830d33,,False,,,86268118,1492405142169,,False,,1492405149345,False,51882096,
5614,#87456D,,False,sivarro,clintFug clintFug clintFug,clintstevens,1492405135448,4738448,"subscriber/3,turbo/1",,#87456D,Sivarro,"{'164164': [[0, 7], [9, 16], [18, 25]]}",1e440493-a755-4d82-874d-439cf4ef13c3,,False,,,86268118,1492405148813,,True,,1492405149907,True,86048394,
5615,#5F9EA0,,False,shirazrl,WTF,clintstevens,1492405135479,4738479,,,#5F9EA0,ShirazRL,,0a2cea47-389c-4a9a-a07c-fd3b9fb244ac,,False,,,86268118,1492405149651,,False,,1492405149920,False,67468924,
5616,#5F9EA0,,False,shirazrl,PogChamp,clintstevens,1492405137270,4740270,,,#5F9EA0,ShirazRL,"{'88': [[0, 7]]}",10dae1b8-0bc8-408c-b19f-f496b68f7f53,,False,,,86268118,1492405151715,,False,,1492405151727,False,67468924,
5617,,,False,jared_jared_jared,We can make it up in spirit clintG,clintstevens,1492405137338,4740338,"subscriber/0,premium/1",,,Jared_Jared_Jared,"{'114288': [[28, 33]]}",d58262e9-6daf-4776-881d-d7600076c02b,,False,,,86268118,,,True,,1492405151784,False,111719683,
5618,#8A2BE2,,False,thepurplejoker,BlessRNG,clintstevens,1492405138019,4741019,bits/100,,#8A2BE2,ThePurpleJoker,"{'153556': [[0, 7]]}",df63201b-09ab-407d-a6d1-0cdb0918b9b1,,False,,,86268118,1492405153099,,False,,1492405152474,False,77687075,
5619,,,False,spamtyler1m,:O,clintstevens,1492405138675,4741675,premium/1,,,spamtyler1m,"{'8': [[0, 1]]}",b28b58c9-f4df-4bd8-a798-3f5edf5083ad,,False,,,86268118,1492397969906,,False,,1492405153136,False,147243138,
5620,#00CC9C,,False,rije,PogChamp,clintstevens,1492405139736,4742736,subscriber/0,,#00CC9C,Rije,"{'88': [[0, 7]]}",206e5f24-bcbb-4027-90e2-21780917e527,,False,,,86268118,1492405151682,,True,,1492405154193,False,9405603,
5621,#FF69B4,,False,noobberry,clintK was a quality emote DansGame clintK was a quality emote DansGame clintK was a quality emote DansGame clintK was a quality emote DansGame clintK was a quality emote DansGame clintK was a quality emote DansGame clintK was a quality emote DansGame clintK was a quality emote DansGame clintK was a quality emote DansGame,clintstevens,1492405141202,4744202,"moderator/1,subscriber/6,bits/1000",,#FF69B4,Noobberry,"{'33': [[27, 34], [63, 70], [99, 106], [135, 142], [171, 178], [207, 214], [243, 250], [279, 286], [315, 322]]}",4f83a6b4-302f-4a2f-9f36-a942e00d9578,,True,,,86268118,1492405155062,,True,,1492405155675,False,28397774,mod
5622,,,False,the_ledgend_28,is that not the run?,clintstevens,1492405141333,4744333,premium/1,,,the_ledgend_28,,9be1d774-2ef8-451c-b417-31064399b952,,False,,,86268118,1492405156375,,False,,1492405155772,False,143931053,
5623,#CD9FFE,,False,xenoda,"@Noobberry, clintFug",clintstevens,1492405141563,4744563,"moderator/1,subscriber/12,bits/100",,#CD9FFE,xenoda,"{'164164': [[12, 19]]}",5ddeb3a7-c4f3-4fb4-b593-0872e6bbfe8e,,True,,,86268118,1492405135927,,True,,1492405156033,False,53569589,mod
5624,,,False,tyknowsbest,PogChamp,clintstevens,1492405141821,4744821,"subscriber/0,bits/100",,,Tyknowsbest,"{'88': [[0, 7]]}",d288c615-fa5f-4fdf-9c54-4ce8c54dc86b,,False,,,86268118,1492405156958,,True,,1492405156261,False,91423854,
5625,#008000,,False,kybyrian,blind guard,clintstevens,1492405143380,4746380,premium/1,,#008000,Kybyrian,,08d52adf-b0b7-4a7d-8c00-b3762aff519c,,False,,,86268118,1492405158406,,False,,1492405157833,False,31235954,
5626,#047AA9,,False,certifiedpyro,PogChamp,clintstevens,1492405143404,4746404,premium/1,,#047AA9,certifiedpyro,"{'88': [[0, 7]]}",dd6532c4-18d0-4be5-9670-a2d9bb4ea1ef,,False,,,86268118,1492405157746,,False,,1492405157843,False,75795080,
5627,#8A2BE2,,False,batpuppy,PogChamp,clintstevens,1492405143953,4746953,subscriber/12,,#8A2BE2,Batpuppy,"{'88': [[0, 7]]}",2d40ba2c-8bb4-4fc3-90c6-5801526cca95,,False,,,86268118,1492405157605,,True,,1492405158398,False,85648411,
5628,#0000FF,,False,rorg14,PogChamp,clintstevens,1492405144915,4747915,,,#0000FF,rorg14,"{'88': [[0, 7]]}",411cf103-c7ef-47c2-bbb2-6a1e76980f7f,,False,,,86268118,1492405158276,,False,,1492405159353,False,30975856,
5629,,,False,mclovinnog,PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp,clintstevens,1492405145177,4748177,premium/1,,,McLovinnOG,"{'88': [[0, 7], [9, 16], [18, 25], [27, 34], [36, 43], [45, 52], [54, 61], [63, 70], [72, 79], [81, 88]]}",e4f14001-f605-4373-865a-d29c9c355ccc,,False,,,86268118,1492405159209,,False,,1492405159620,False,132934337,
5630,,,False,tyknowsbest,ZFG DECIDING ON A CASKET ZFG DECIDING ON A CASKET ZFG DECIDING ON A CASKET,clintstevens,1492405145656,4748656,"subscriber/0,bits/100",,,Tyknowsbest,,06a8fda7-faa5-4f5f-8060-b29f2533a065,,False,,,86268118,1492405160869,,True,,1492405160102,False,91423854,
5631,,,False,johnnyfreshh,wtf,clintstevens,1492405145765,4748765,subscriber/0,,,johnnyfreshh,,ed9e6043-e849-4265-a124-7a8323a8604a,,False,,,86268118,1492405163926,,True,,1492405160226,False,146440406,
5632,#8A2BE2,,False,drizzydrake1991,WOW LMAOOO,clintstevens,1492405145767,4748767,subscriber/0,,#8A2BE2,drizzydrake1991,,18db97a0-2060-4c1b-b6c7-bfa7a0174428,,False,,,86268118,1492405160357,,True,,1492405160213,False,135221410,
5633,#5F9EA0,,False,shirazrl,continue??,clintstevens,1492405146050,4749050,,,#5F9EA0,ShirazRL,,96db0ea9-6c4e-494c-8db7-c3ebc5035dca,,False,,,86268118,1492405160468,,False,,1492405160462,False,67468924,
5634,,,False,deangelowooley,je veux parle francis avec toi :/,clintstevens,1492405146431,4749431,,,,deangelowooley,"{'10': [[31, 32]]}",a4a4ed70-d320-4274-a855-170ee85f46d5,,False,,,86268118,,,False,,1492405160884,False,119935195,
5635,#008000,,False,warp_prism,x ray vision bruh bruh,clintstevens,1492405146925,4749925,,,#008000,warp_prism,,6b7478df-aa1f-42f3-9c92-c5fd4bb8990d,,False,,,86268118,1492405161287,,False,,1492405161370,False,35761512,
5636,#AF14B8,,False,scyphoze,PogChamp,clintstevens,1492405147761,4750761,"subscriber/0,premium/1",,#AF14B8,Scyphoze,"{'88': [[0, 7]]}",e9cecc1e-2fee-4a74-84f8-13a5a0824749,,False,,,86268118,1492405162310,,True,,1492405162215,False,127942599,
5637,#DAA520,,False,thirteenjhm13,FIRST TRY PogChamp,clintstevens,1492405148300,4751300,"subscriber/3,premium/1",,#DAA520,ThirteenJhm13,"{'88': [[10, 17]]}",236e0149-5429-4341-abaa-fa0c631222c1,,False,,,86268118,1492405161147,,True,,1492405162762,False,35950973,
5638,,,False,tyknowsbest,ZFG DECIDING ON A CASKET,clintstevens,1492405148323,4751323,"subscriber/0,bits/100",,,Tyknowsbest,,62b0b6d1-1d11-4683-a399-f001e8a84acd,,False,,,86268118,1492405163542,,True,,1492405162756,False,91423854,
5639,#8A2BE2,,False,orcasauce,pogClint,clintstevens,1492405149259,4752259,subscriber/0,,#8A2BE2,orcasauce,,8348da5e-d4b9-4765-be12-d6098222f3f6,,False,,,86268118,1492404901628,,True,,1492405163723,False,37320333,
5640,,,False,nate_ran,PogChamp,clintstevens,1492405149425,4752425,,,,nate_ran,"{'88': [[0, 7]]}",1841378a-6bdd-4a73-97fe-4f627cb829b5,,False,,,86268118,1492405162969,,False,,1492405163825,False,116010003,
5641,#FF69B4,,False,lukeelliott231,PogChamp,clintstevens,1492405149581,4752581,,,#FF69B4,Lukeelliott231,"{'88': [[0, 7]]}",456fba6b-2da0-4065-a9c0-c38f557d67e4,,False,,,86268118,1492405162381,,False,,1492405164021,False,69357401,
5642,#008000,,False,kennyd_13,PogChamp,clintstevens,1492405150538,4753538,"subscriber/3,bits/100",,#008000,kennyd_13,"{'88': [[0, 7]]}",a91c3504-2e98-4753-948c-5715d5504913,,False,,,86268118,1492405165977,,True,,1492405165007,False,139680190,
5643,#19B32E,,False,bulleto_,PogChamp,clintstevens,1492405150604,4753604,subscriber/3,,#19B32E,Bulleto_,"{'88': [[0, 7]]}",10504ecf-8198-4107-bb75-7112b2d8f660,,False,,,86268118,,,True,,1492405165066,False,134645442,
5644,#CD9FFE,,False,xenoda,"@Noobberry, clintK",clintstevens,1492405150620,4753620,"moderator/1,subscriber/12,bits/100",,#CD9FFE,xenoda,,764dab1c-0173-4a93-af77-08523b8958b8,,True,,,86268118,1492405145046,,True,,1492405165084,False,53569589,mod
5645,#DAA520,,False,identicalthings,yolo,clintstevens,1492405151253,4754253,subscriber/3,,#DAA520,Identicalthings,,6d9a0307-50c1-41ea-a65d-699458c38b93,,False,,,86268118,,,True,,1492405165709,False,91182432,
5646,,,False,nomad151,that was weird,clintstevens,1492405151412,4754412,"subscriber/0,premium/1",,,Nomad151,,0ab8a036-0242-4aa1-9a8e-99f3326e9c59,,False,,,86268118,1492405166058,,True,,1492405165855,False,55120600,
5647,,,False,reckle_the_rock,PogChamp,clintstevens,1492405151876,4754876,,,,reckle_the_rock,"{'88': [[0, 7]]}",ba785fb3-8a63-40fe-86d7-68e43a449f62,,False,,,86268118,1492405169174,,False,,1492405166297,False,152792569,
5648,#FF4500,,False,whizzkid26,we're also blind,clintstevens,1492405152082,4755082,,,#FF4500,Whizzkid26,,af17a078-ef31-4c49-bd84-500bc2d74d7a,,False,,,86268118,1492405166494,,False,,1492405166548,False,67893239,
5649,#00CCC9,,False,zefrenchgreg,BLIND GUARD,clintstevens,1492405152108,4755108,,,#00CCC9,ZeFrenchGreg,,3cd700ca-0930-4d4a-af26-f7352c3ab378,,False,,,86268118,1492405163929,,False,,1492405166549,False,54708177,
5650,,,False,red_dew7,Now she want a photo,clintstevens,1492405153083,4756083,"subscriber/0,bits/100",,,red_dew7,,fc8b212c-e8a7-4f42-8d01-6a64092ed0fb,,False,,,86268118,1492405167378,,True,,1492405167540,False,129745528,
5651,#CD9FFE,,False,xenoda,"@Noobberry, clintK LUL",clintstevens,1492405153785,4756785,"moderator/1,subscriber/12,bits/100",,#CD9FFE,xenoda,,b2598653-a12d-4c64-a2f5-5b06fee15234,,True,,,86268118,1492405148233,,True,,1492405168258,False,53569589,mod
5652,#FF0000,,False,torjeagc,ncie,clintstevens,1492405153797,4756797,bits/100,,#FF0000,TorjeAGC,,96ea6208-5a03-416e-ad19-e296cbaa34af,,False,,,86268118,1492405168159,,False,,1492405168135,False,81581903,
5653,#8A2BE2,,False,warlord5157,What happened to cluntbot? FeelsBadMan,clintstevens,1492405154155,4757155,,,#8A2BE2,Warlord5157,,4120b2b5-52d0-4a5b-8dc0-308079fdbae9,,False,,,86268118,,,False,,1492405168614,False,94919156,
5654,#008000,,False,dannbuccz,PogChamp,clintstevens,1492405154303,4757303,,,#008000,DannBuccZ,"{'88': [[0, 7]]}",a5b4d12d-8e6c-482f-af7e-3c4d0ce62990,,False,,,86268118,1492405202332,,False,,1492405168748,False,63440887,
5655,#FF0000,,False,torjeagc,nice*,clintstevens,1492405156553,4759553,bits/100,,#FF0000,TorjeAGC,,3528b4f2-c838-4977-90c6-bc8c9d5c42c7,,False,,,86268118,1492405171054,,False,,1492405170957,False,81581903,
5656,#FF69B4,,False,noobberry,clintFug,clintstevens,1492405157329,4760329,"moderator/1,subscriber/6,bits/1000",,#FF69B4,Noobberry,"{'164164': [[0, 7]]}",869e60df-4e27-4250-8140-e47ee59c4c09,,True,,,86268118,1492405171260,,True,,1492405171801,False,28397774,mod
5657,,,False,cyrusthevirus001,are you really gonna continue this?,clintstevens,1492405158765,4761765,,,,cyrusthevirus001,,db09de7a-1d97-48f6-b6fa-1ee79d6907bd,,False,,,86268118,1492405174771,,False,,1492405173208,False,104473299,
5658,#00FF7F,,False,datgiantsfan34,PogChamp,clintstevens,1492405159471,4762471,"subscriber/0,premium/1",,#00FF7F,DatGiantsfan34,"{'88': [[0, 7]]}",2744b1d7-6da8-488e-9050-133e6aa28aca,,False,,,86268118,1492405171454,,True,,1492405173929,False,70619259,
5659,#008000,,False,cheezeburgerstick,clintK finally gone FeelsGoodMan,clintstevens,1492405160046,4763046,"subscriber/3,bits/1000",,#008000,Cheezeburgerstick,,4bd41179-312f-4294-9ae7-9a6fb637405a,,False,,,86268118,1492405174361,,True,,1492405174505,False,26526574,
5660,#87456D,,False,sivarro,clintSmug tfw when youre made obsolete by clintFug,clintstevens,1492405160710,4763710,"subscriber/3,turbo/1",,#87456D,Sivarro,"{'146958': [[0, 8]], '164164': [[42, 49]]}",a860f353-5822-4317-bdcc-b6760320f5bf,,False,,,86268118,1492405174066,,True,,1492405175166,True,86048394,
5661,#8A2BE2,,False,hunterofpeace,!uptime,clintstevens,1492405161117,4764117,bits/1000,,#8A2BE2,HunterOfPeace,,6f0c08e4-02c3-4c95-a184-2e5012eb4f42,,False,,,86268118,1492405176842,,False,,1492405175573,False,55998827,
5662,#FF69B4,,False,moobot,1h 19m 38s .,clintstevens,1492405161351,4764351,moderator/1,,#FF69B4,Moobot,,3f186a6f-2f6e-40fb-87da-29dbe1480f39,,True,,,86268118,,,False,,1492405175822,False,1564983,mod
5663,#FF0000,,False,aiakos_ssb,@ClintStevens WTF @HoneyMustxrd got a 24 hour ban from your stream for saying you look cute like idek what happened is that not ok to say in your stream? @ClintStevens pls answer for this heinous crime clintS clintW,clintstevens,1492405161730,4764730,"subscriber/6,bits/100",,#FF0000,Aiakos_SSB,"{'82820': [[202, 207]], '79976': [[209, 214]]}",ca2cbd6b-1ee7-4baa-ac1b-761e810bfca7,,False,,,86268118,1492405184149,,True,,1492405176190,False,85761987,
5664,#FF6BB5,,False,mcmanamye,clintR clintR clintR clintR clintR clintR,clintstevens,1492405161758,4764758,"subscriber/0,premium/1",,#FF6BB5,,"{'120704': [[0, 5], [7, 12], [14, 19], [21, 26], [28, 33], [35, 40]]}",557bd7ac-e398-4ac6-bb6d-a72c20a09d5c,,False,,,86268118,,,True,,1492405176218,False,95976807,
5665,#DAA520,,False,thirteenjhm13,clintFug,clintstevens,1492405162217,4765217,"subscriber/3,premium/1",,#DAA520,ThirteenJhm13,"{'164164': [[0, 7]]}",ad3e565c-c513-4d27-8b52-3d560e475fe1,,False,,,86268118,1492405175165,,True,,1492405176682,False,35950973,
5666,,,False,nate_ran,GIVE HER THE STICK PogChamp,clintstevens,1492405163294,4766294,,,,nate_ran,"{'88': [[19, 26]]}",85c103f6-f567-4f5c-90f8-5962108e2767,,False,,,86268118,1492405176891,,False,,1492405177741,False,116010003,
5667,#FF69B4,,False,noobberry,clintFug i'm a fuccboi,clintstevens,1492405163439,4766439,"moderator/1,subscriber/6,bits/1000",,#FF69B4,Noobberry,"{'164164': [[0, 7]]}",8c4a8439-6b1f-44f5-b465-0b1ad452728a,,True,,,86268118,1492405177305,,True,,1492405177907,False,28397774,mod
5668,#2E8B57,,False,saveworldgetgirl,hello stream,clintstevens,1492405163598,4766598,"subscriber/6,turbo/1",,#2E8B57,SaveWorldGetGirl,,b6d1d3a5-db10-4ae6-9f21-3acdc9645bf5,,False,,,86268118,1492405099805,,True,,1492405178053,True,39329390,
5669,#00FF7F,,False,estormudo,!quote,clintstevens,1492405164057,4767057,,,#00FF7F,Estormudo,,de8498d3-744a-4af0-bb2f-c83405a53d6e,,False,,,86268118,1492405171241,,False,,1492405178416,False,51882096,
5670,,,False,cyrusthevirus001,go look at the mario painting,clintstevens,1492405164511,4767511,,,,cyrusthevirus001,,4bbfe59d-2a67-471b-bfed-7c89f3303117,,False,,,86268118,1492405180499,,False,,1492405178889,False,104473299,
5671,#19B32E,,False,bulleto_,MY STICK clintGasm,clintstevens,1492405165343,4768343,subscriber/3,,#19B32E,Bulleto_,"{'122706': [[9, 17]]}",0e9e3693-1153-49be-b133-6c759469d09e,,False,,,86268118,,,True,,1492405179785,False,134645442,
5672,,,False,wickdeus,good split clintFug,clintstevens,1492405166836,4769836,"subscriber/0,premium/1",,,wickDeus,"{'164164': [[11, 18]]}",c494f2be-c346-4a88-b034-e84101ae658b,,False,,,86268118,1492405160472,,True,,1492405181252,False,143766947,
5673,,,False,red_dew7,conotinue you're good my guy,clintstevens,1492405166910,4769910,"subscriber/0,bits/100",,,red_dew7,,2ddc289a-97e2-4d4a-9bd0-655df398714b,,False,,,86268118,1492405181260,,True,,1492405181356,False,129745528,
5674,#008000,,False,kennyd_13,+25 LUL clintRed clintRed clintRed,clintstevens,1492405167712,4770712,"subscriber/3,bits/100",,#008000,kennyd_13,"{'127945': [[8, 15], [17, 24], [26, 33]]}",81e20715-a248-4329-8c0a-7c25d91a8904,,False,,,86268118,1492405183074,,True,,1492405182171,False,139680190,
5675,,,False,iambiglucas,clintFug,clintstevens,1492405167976,4770976,subscriber/3,,,iambiglucas,"{'164164': [[0, 7]]}",6035d33d-1b8b-47e3-8edf-0368eb012153,,False,,,86268118,,,True,,1492405182416,False,136507098,
5676,#CD9FFE,,False,xenoda,"@Noobberry, clintFug tru",clintstevens,1492405168500,4771500,"moderator/1,subscriber/12,bits/100",,#CD9FFE,xenoda,"{'164164': [[12, 19]]}",0cc92a8d-83f3-420e-be83-ca1dd02549e5,,True,,,86268118,1492405162944,,True,,1492405182975,False,53569589,mod
5677,,,False,clutch_perry,clintFug is the worst emote ive ever seen on twitch,clintstevens,1492405170045,4773045,"subscriber/0,premium/1",,,Clutch_Perry,"{'164164': [[0, 7]]}",33695835-fd85-45ad-8185-0a669a47fd9d,,False,,,86268118,1492405187612,,True,,1492405184487,False,146205059,
5678,#0000FF,,False,wavleon,clintR clintR clintR clintR clintR clintR clintR clintR,clintstevens,1492405170605,4773605,"subscriber/0,premium/1",,#0000FF,Wavleon,"{'120704': [[0, 5], [7, 12], [14, 19], [21, 26], [28, 33], [35, 40], [42, 47], [49, 54]]}",b9009225-b903-4b2f-b7ab-217df94efee0,,False,,,86268118,1492405184738,,True,,1492405185008,False,40967027,
5679,#F0C800,,False,unclehoney,lol. you guys calling out zfg when clint is deep red.,clintstevens,1492405172024,4775024,"subscriber/3,premium/1",,#F0C800,UncleHoney,,4166526f-abe7-42f3-af86-69c92f3032a2,,False,,,86268118,1492405186320,,True,,1492405186472,False,56681651,
5680,#FF4500,,False,whizzkid26,assault her with a stick,clintstevens,1492405172307,4775307,,,#FF4500,Whizzkid26,,ddfb502a-cad9-4a05-a13f-466bc756c067,,False,,,86268118,1492405186691,,False,,1492405186756,False,67893239,
5681,#0000FF,,False,spitefulsmith,"@Clintstevens, why do sidehops make you invisible to the guards?",clintstevens,1492405172435,4775435,,,#0000FF,SpitefulSmith,,3af3d7f1-f0ad-4f63-af50-3258c38fc9e8,,False,,,86268118,1492405186529,,False,,1492405186855,False,63824069,
5682,,,False,algebraican,XDDDDDDDDDDDDDDDDDDDDD,clintstevens,1492405173128,4776128,,,,Algebraican,,08ad47a5-b429-4aca-bde2-28ced52d0671,,False,,,86268118,1492405187667,,False,,1492405187570,False,60723729,
5683,#8A2BE2,,False,orcasauce,!quote 1080,clintstevens,1492405173383,4776383,subscriber/0,,#8A2BE2,orcasauce,,654e985d-90ee-4bfb-9fc7-0da63957b6c1,,False,,,86268118,1492404925605,,True,,1492405187776,False,37320333,
5684,#184320,,False,quichemeesh,enerJEBic,clintstevens,1492405175448,4778448,premium/1,,#184320,quichemeesh,,9c86af4c-563d-490d-b7b1-8713a603e380,,False,,,86268118,1492405191507,,False,,1492405189835,False,44763517,
5685,,,False,phlas5,ZELDA WANTS THE STICK,clintstevens,1492405176091,4779091,,,,Phlas5,,db42119a-f7c9-4b85-84a6-2ee07f91a685,,False,,,86268118,,,False,,1492405190553,False,56063681,
5686,#FF6BB5,,False,mcmanamye,clintR clintR clintR clintR clintR clintR clintR clintR clintR clintR clintR,clintstevens,1492405177077,4780077,"subscriber/0,premium/1",,#FF6BB5,,"{'120704': [[0, 5], [7, 12], [14, 19], [21, 26], [28, 33], [35, 40], [42, 47], [49, 54], [56, 61], [63, 68], [70, 75]]}",c054ae63-3845-42f9-9b0a-5f824dff75c1,,False,,,86268118,,,True,,1492405191536,False,95976807,
5687,#FF69B4,,False,noobberry,clintFug is so ugly,clintstevens,1492405179651,4782651,"moderator/1,subscriber/6,bits/1000",,#FF69B4,Noobberry,"{'164164': [[0, 7]]}",47e0276f-8196-458b-b880-bf45edcd4237,,True,,,86268118,1492405193476,,True,,1492405194104,False,28397774,mod
5688,,,False,deangelowooley,@noobberry d'accord,clintstevens,1492405180184,4783184,,,,deangelowooley,,e41d888c-f0c3-4af5-b979-1f5dd0428e58,,False,,,86268118,,,False,,1492405194621,False,119935195,
5689,,,False,tyknowsbest,ZFG PLANNING HIS FUNERAL ZFG PLANNING HIS FUNERAL,clintstevens,1492405180397,4783397,"subscriber/0,bits/100",,,Tyknowsbest,,fa0429d3-add0-4f4d-b4bc-e9454211f391,,False,,,86268118,1492405195614,,True,,1492405194844,False,91423854,
5690,#008000,,False,warp_prism,we'll make it back Kappa,clintstevens,1492405180455,4783455,,,#008000,warp_prism,"{'25': [[19, 23]]}",0dff0dc7-147d-487d-90b8-96d8ab68a6da,,False,,,86268118,1492405194876,,False,,1492405194915,False,35761512,
5691,,,False,jared_jared_jared,@saveworldgetgirl howdy clintHi,clintstevens,1492405180673,4783673,"subscriber/0,premium/1",,,Jared_Jared_Jared,"{'110475': [[24, 30]]}",4c897f75-0e77-4a04-880c-97f0d4e3ec7e,,False,,,86268118,,,True,,1492405195117,False,111719683,
